,Order,Family,Species,CVal_Mean,ChromNumber_Mean,CVal_Median,ChromNumber_Median
338,Cypriniformes,Cyprinidae,Macrhybopsis aestivalis,1.25,50,1.25,50
339,Cypriniformes,Cyprinidae,Megalobrama amblycephala,1.208,NA,1.2,NA
340,Cypriniformes,Cyprinidae,Moroco jouyi,1.52,50,1.52,50
341,Cypriniformes,Cyprinidae,Moroco lagwoski,1.02,50,1.02,50
342,Cypriniformes,Cyprinidae,Moroco oxcephalus,1.11,50,1.11,50
343,Cypriniformes,Cyprinidae,Mylopharodon conocephalus,1.33,50,1.33,50
344,Cypriniformes,Cyprinidae,Mylopharyngodon piceus,1.055,NA,1.055,NA
345,Cypriniformes,Cyprinidae,Nocomis asper,1.25,50,1.25,50
346,Cypriniformes,Cyprinidae,Nocomis leptocephalus,1.25,50,1.25,50
347,Cypriniformes,Cyprinidae,Notemigonus crysoleucas,1.14,50,1.14,50
348,Cypriniformes,Cyprinidae,Notropis amabilis,1.23,50,1.23,50
349,Cypriniformes,Cyprinidae,Notropis atherinoides,1.19,50,1.19,50
350,Cypriniformes,Cyprinidae,Notropis atrocaudalis,1.45,50,1.45,50
351,Cypriniformes,Cyprinidae,Notropis baileyi,1.4,50,1.4,50
352,Cypriniformes,Cyprinidae,Notropis boops,1.1,50,1.1,50
353,Cypriniformes,Cyprinidae,Notropis braytoni,1.25,50,1.25,50
354,Cypriniformes,Cyprinidae,Notropis buccatus,1.13,50,1.13,50
355,Cypriniformes,Cyprinidae,Notropis chrosomus,1.24,50,1.24,50
356,Cypriniformes,Cyprinidae,Notropis girardi,1.17,50,1.17,50
357,Cypriniformes,Cyprinidae,Notropis nubilus,1.19,50,1.19,50
358,Cypriniformes,Cyprinidae,Notropis oxyrhynchus,1.04,50,1.04,50
359,Cypriniformes,Cyprinidae,Notropis potteri,1.18,50,1.18,50
360,Cypriniformes,Cyprinidae,Notropis rubellus,1.19,50,1.19,50
361,Cypriniformes,Cyprinidae,Notropis shumardi,1.36,50,1.36,50
362,Cypriniformes,Cyprinidae,Notropis stilbius,1.27,50,1.27,50
363,Cypriniformes,Cyprinidae,Notropis stramineus,1.26,50,1.26,50
364,Cypriniformes,Cyprinidae,Notropis texanus,1.37,50,1.37,50
365,Cypriniformes,Cyprinidae,Notropis volucellus,1.26,50,1.26,50
366,Cypriniformes,Cyprinidae,Ochetobius elongatus,1.06,48,1.06,48
367,Cypriniformes,Cyprinidae,Opsariichthys uncirostris,1.41,NA,1.41,NA
368,Cypriniformes,Cyprinidae,Opsopoeodus emiliae,1.04,50,1.04,50
369,Cypriniformes,Cyprinidae,Parabramis pekinesis,0.98,48,0.98,48
370,Cypriniformes,Cyprinidae,Paracanthobrama guichenoti,1.275,NA,1.275,NA
371,Cypriniformes,Cyprinidae,Percocypris pingi,2.3,98,2.3,98
372,Cypriniformes,Cyprinidae,Phenacobius catostomus,1.63,50,1.63,50
373,Cypriniformes,Cyprinidae,Phenacobius mirabilis,1.62,50,1.62,50
374,Cypriniformes,Cyprinidae,Phoxinus 2 eos-neogaeus,2.315,NA,2.315,NA
375,Cypriniformes,Cyprinidae,Phoxinus eos,1.53,NA,1.53,NA
376,Cypriniformes,Cyprinidae,Phoxinus eos-neogaeus,1.75,50,1.75,50
377,Cypriniformes,Cyprinidae,Phoxinus eos-neogaeus-oreas,2.13,NA,2.13,NA
378,Cypriniformes,Cyprinidae,Phoxinus erythrogaster,1.32,50,1.32,50
379,Cypriniformes,Cyprinidae,Phoxinus neogaeus,1.603333333,NA,1.57,NA
380,Cypriniformes,Cyprinidae,Phoxinus oreas,1.27,NA,1.27,NA
381,Cypriniformes,Cyprinidae,Phoxinus phoxinus,1.15,50,1.15,50
382,Cypriniformes,Cyprinidae,Pimephales notatus,1.16,NA,1.16,NA
383,Cypriniformes,Cyprinidae,Pimephales promelas,1.11,50,1.11,50
384,Cypriniformes,Cyprinidae,Pimephales vigilax,1.11,50,1.11,50
385,Cypriniformes,Cyprinidae,Platypharodon extremus,1.49,90,1.49,90
386,Cypriniformes,Cyprinidae,Pseudogobio esocinus,1.59,NA,1.59,NA
387,Cypriniformes,Cyprinidae,Pseudolaubuca sinensis,1.35,48,1.35,48
388,Cypriniformes,Cyprinidae,Pseudorasbora parva,1.425,NA,1.43,NA
389,Cypriniformes,Cyprinidae,Ptychocheilus grandis,1.29,50,1.29,50
390,Cypriniformes,Cyprinidae,Ptychocheilus lucius,1.26,50,1.26,50
391,Cypriniformes,Cyprinidae,Ptychocheilus oregonensis,1.38,50,1.38,50
392,Cypriniformes,Cyprinidae,Pungtungia herzi,1.49,50,1.49,50
393,Cypriniformes,Cyprinidae,Puntius conchonius,0.933333333,NA,0.97,NA
394,Cypriniformes,Cyprinidae,Puntius everetti,0.94,NA,0.94,NA
395,Cypriniformes,Cyprinidae,Puntius fasciatus,0.77,50,0.77,50
396,Cypriniformes,Cyprinidae,Puntius orphoides,0.77,50,0.77,50
397,Cypriniformes,Cyprinidae,Puntius sachsii,1,48,1,48
398,Cypriniformes,Cyprinidae,Puntius semifasciolatus,0.87,50,0.87,50
399,Cypriniformes,Cyprinidae,Puntius tetrazona,0.824,NA,0.75,NA
400,Cypriniformes,Cyprinidae,Puntius ticto ticto,0.91,50,0.91,50
401,Cypriniformes,Cyprinidae,Puntius titteya,1.2,50,1.2,50
402,Cypriniformes,Cyprinidae,Rasbora borapetensis,1.44,NA,1.44,NA
403,Cypriniformes,Cyprinidae,Rhinichthys atratulus,1.29,50,1.29,50
404,Cypriniformes,Cyprinidae,Rhodeus amarus,1.06,48,1.06,48
405,Cypriniformes,Cyprinidae,Rhodeus ocellatus ocellatus,1.023333333,NA,1,NA
406,Cypriniformes,Cyprinidae,Rhodeus sericeus,1.07,48,1.07,48
407,Cypriniformes,Cyprinidae,Richardsonius balteatus,1.27,50,1.27,50
408,Cypriniformes,Cyprinidae,Richardsonius egregius,1.35,50,1.35,50
409,Cypriniformes,Cyprinidae,Rutilus alburnoides,1.22,NA,1.22,NA
410,Cypriniformes,Cyprinidae,Rutilus arcasii,1.42,50,1.42,50
411,Cypriniformes,Cyprinidae,Rutilus lemmingii,1.42,50,1.42,50
412,Cypriniformes,Cyprinidae,Rutilus lusitanicus,1.41,50,1.41,50
413,Cypriniformes,Cyprinidae,Rutilus macrolepidotus,1.41,50,1.41,50
414,Cypriniformes,Cyprinidae,Rutilus rutilus,1.168571429,NA,1.11,NA
415,Cypriniformes,Cyprinidae,Sarcocheilichthys nigripinnis,1.333333333,NA,1.25,NA
416,Cypriniformes,Cyprinidae,Sarcocheilichthys variegatus variegatus,1.266666667,NA,1.21,NA
417,Cypriniformes,Cyprinidae,Scardinius erythrophthalmus,1.26,NA,1.195,NA
418,Cypriniformes,Cyprinidae,Schizothorax grahami,3.25,148,3.25,148
419,Cypriniformes,Cyprinidae,Schizothorax oconnori,1.53,92,1.53,92
420,Cypriniformes,Cyprinidae,Schizothorax sp.,3.5,148,3.5,148
421,Cypriniformes,Cyprinidae,Schizothorax taliensis,3.45,148,3.45,148
422,Cypriniformes,Cyprinidae,Semotilus atromaculatus,1.26,50,1.26,50
423,Cypriniformes,Cyprinidae,Semotilus corporalis,1.23,NA,1.23,NA
424,Cypriniformes,Cyprinidae,Sinocyclocheilus grahami tingi,2.35,96,2.35,96
425,Cypriniformes,Cyprinidae,Sinocyclocheilus maculatus,2.3,96,2.3,96
426,Cypriniformes,Cyprinidae,Squalidus gracilis,1.25,50,1.25,50
427,Cypriniformes,Cyprinidae,Tanakia lanceolata,1.03,NA,1.03,NA
428,Cypriniformes,Cyprinidae,Tinca tinca,0.9825,NA,0.995,NA
429,Cypriniformes,Cyprinidae,Tribolodon hakuensis,0.9,50,0.9,50
430,Cypriniformes,Cyprinidae,Xenocrepis davidi,1.42,48,1.42,48
431,Cypriniformes,Cyprinidae,Xenocrepis microlepis,1.03,48,1.03,48
432,Cypriniformes,Cyprinidae,Zacco platypus,1.0825,NA,1.09,NA
433,Cypriniformes,Cyprinidae,Zacco temmincki,1.305,NA,1.305,NA
434,Cypriniformes,Gyrinocheilidae,Gyrinocheilus aymonieri,0.5975,NA,0.615,NA
435,Cypriniformes,Nemacheilidae,Barbatuala toni,0.74,NA,0.74,NA
436,Cypriniformes,Nemacheilidae,Lefua costata,1.2,NA,1.2,NA
437,Cypriniformes,Nemacheilidae,Triplophysa rosa,0.88,NA,0.88,NA
438,Cyprinodontiformes,Aplocheilidae,Aphyosemion coeruleum,1.2,NA,1.2,NA
439,Cyprinodontiformes,Aplocheilidae,Aplocheilus panchax,0.735,NA,0.735,NA
440,Cyprinodontiformes,Aplocheilidae,Austrolebias alexandri,2.62,NA,2.62,NA
441,Cyprinodontiformes,Aplocheilidae,Austrolebias charrua,3.07,NA,3.07,NA
442,Cyprinodontiformes,Aplocheilidae,Austrolebias cheradophilus,3.01,NA,3.01,NA
443,Cyprinodontiformes,Aplocheilidae,Austrolebias cinereus,2.81,NA,2.81,NA
444,Cyprinodontiformes,Aplocheilidae,Austrolebias elongatus,3.01,NA,3.01,NA
445,Cyprinodontiformes,Aplocheilidae,Austrolebias gymnoventris,2.74,NA,2.74,NA
446,Cyprinodontiformes,Aplocheilidae,Austrolebias luteoflammulatus,3.09,NA,3.09,NA
447,Cyprinodontiformes,Aplocheilidae,Austrolebias melanoorus,2.81,NA,2.81,NA
448,Cyprinodontiformes,Aplocheilidae,Austrolebias nigripinnis,2.82,NA,2.82,NA
449,Cyprinodontiformes,Aplocheilidae,Austrolebias prognathus,3.49,NA,3.49,NA
450,Cyprinodontiformes,Aplocheilidae,Austrolebias quirogai,3.16,NA,3.16,NA
451,Cyprinodontiformes,Aplocheilidae,Austrolebias reicherti,3.2,NA,3.2,NA
452,Cyprinodontiformes,Aplocheilidae,Austrolebias vazferreirai,2.87,NA,2.87,NA
453,Cyprinodontiformes,Aplocheilidae,Austrolebias viarius,2.98,NA,2.98,NA
454,Cyprinodontiformes,Aplocheilidae,Austrolebias wolterstorffi,2.78,NA,2.78,NA
455,Cyprinodontiformes,Aplocheilidae,Cynopoecilus melanotaenia,1.36,NA,1.36,NA
456,Cyprinodontiformes,Aplocheilidae,Nothobranchius furzeri,1.56,NA,1.56,NA
457,Cyprinodontiformes,Aplocheilidae,Pachypanchax playfairii,0.73,NA,0.73,NA
458,Cyprinodontiformes,Aplocheilidae,Rivulus urophthalmus,1.5,44,1.5,44
459,Cyprinodontiformes,Cyprinodontidae,Cyprinodon variegatus variegatus,1.6,NA,1.6,NA
460,Cyprinodontiformes,Fundulidae,Fundulus diaphanus diaphanus,1.51,48,1.51,48
461,Cyprinodontiformes,Fundulidae,Fundulus heteroclitus,1.56,NA,1.56,NA
462,Cyprinodontiformes,Fundulidae,Fundulus heteroclitus heteroclitus,1.383333333,NA,1.36,NA
463,Cyprinodontiformes,Fundulidae,Fundulus heteroclitus x F. diaphanus,1.45,48,1.45,48
464,Cyprinodontiformes,Fundulidae,Fundulus heteroclitus x F. diaphanus (3x),2.17,NA,2.17,NA
465,Cyprinodontiformes,Fundulidae,Fundulus majalis,1.615,NA,1.615,NA
466,Cyprinodontiformes,Poeciliidae,Belonesox belizanus,0.94,48,0.94,48
467,Cyprinodontiformes,Poeciliidae,Gambusia affinis,0.845,NA,0.845,NA
468,Cyprinodontiformes,Poeciliidae,Gambusia holbrooki,0.86,48,0.86,48
469,Cyprinodontiformes,Poeciliidae,Heterandria bimaculata,0.95,NA,0.95,NA
470,Cyprinodontiformes,Poeciliidae,Limia nigrofasciata,0.9,NA,0.9,NA
471,Cyprinodontiformes,Poeciliidae,Limia vittata,0.95,46,0.95,46
472,Cyprinodontiformes,Poeciliidae,Poecilia formosa,0.846,NA,0.85,NA
473,Cyprinodontiformes,Poeciliidae,Poecilia latipinna,0.97,NA,0.96,NA
474,Cyprinodontiformes,Poeciliidae,Poecilia latipunctata,0.88,46,0.88,46
475,Cyprinodontiformes,Poeciliidae,Poecilia mexicana,0.9875,NA,0.935,NA
476,Cyprinodontiformes,Poeciliidae,Poecilia reticulata,0.885,NA,0.885,NA
477,Cyprinodontiformes,Poeciliidae,Poecilia sphenops,0.89,NA,0.89,NA
478,Cyprinodontiformes,Poeciliidae,Poeciliopsis 2 monacha-lucida (3x),1.01,NA,1.01,NA
479,Cyprinodontiformes,Poeciliidae,Poeciliopsis 2 viriosa-lucida (3x),1.01,72,1.01,72
480,Cyprinodontiformes,Poeciliidae,Poeciliopsis gracilus,0.82,NA,0.82,NA
481,Cyprinodontiformes,Poeciliidae,Poeciliopsis latidens,0.65,48,0.65,48
482,Cyprinodontiformes,Poeciliidae,Poeciliopsis lucida,0.66,NA,0.66,NA
483,Cyprinodontiformes,Poeciliidae,Poeciliopsis monacha,0.67,NA,0.67,NA
484,Cyprinodontiformes,Poeciliidae,Poeciliopsis monacha-2 lucida (3x),1.01,NA,1.01,NA
485,Cyprinodontiformes,Poeciliidae,Poeciliopsis monacha-latidens (2x),0.65,48,0.65,48
486,Cyprinodontiformes,Poeciliidae,Poeciliopsis monacha-lucida (2x),0.675,NA,0.675,NA
487,Cyprinodontiformes,Poeciliidae,Poeciliopsis monacha-occidentalis (2x),0.68,48,0.68,48
488,Cyprinodontiformes,Poeciliidae,Poeciliopsis occidentalis,0.68,48,0.68,48
489,Cyprinodontiformes,Poeciliidae,Poeciliopsis viriosa,0.71,48,0.71,48
490,Cyprinodontiformes,Poeciliidae,Xiphophorus alverezi,0.76,NA,0.76,NA
491,Cyprinodontiformes,Poeciliidae,Xiphophorus andersi,0.74,NA,0.74,NA
492,Cyprinodontiformes,Poeciliidae,Xiphophorus cortezi,0.77,NA,0.77,NA
493,Cyprinodontiformes,Poeciliidae,Xiphophorus couchianus,0.75,NA,0.75,NA
494,Cyprinodontiformes,Poeciliidae,Xiphophorus hellerii,0.857142857,NA,0.82,NA
495,Cyprinodontiformes,Poeciliidae,Xiphophorus maculatus,0.905,NA,0.935,NA
496,Cyprinodontiformes,Poeciliidae,Xiphophorus meyeri,0.75,NA,0.75,NA
497,Cyprinodontiformes,Poeciliidae,Xiphophorus montezumae,0.76,48,0.76,48
498,Cyprinodontiformes,Poeciliidae,Xiphophorus pygmaeus,0.75,NA,0.75,NA
499,Cyprinodontiformes,Poeciliidae,Xiphophorus variatus,0.81,NA,0.81,NA
500,Elopiformes,Elopidae,Elops saurus,1.2,48,1.2,48
501,Elopiformes,Megalopidae,Megalops cyprinoides,0.98,NA,0.98,NA
502,Esociformes,Esocidae,Esox americanus americanus,1.18,50,1.18,50
503,Esociformes,Esocidae,Esox americanus vermiculatus,1.09,NA,1.09,NA
504,Esociformes,Esocidae,Esox lucius,1.12,NA,1.13,NA
505,Esociformes,Esocidae,Esox masquinongy,1.28,50,1.28,50
506,Esociformes,Esocidae,Esox niger,1.05,NA,1.05,NA
507,Esociformes,Esocidae,Esox reichertii,1.28,50,1.28,50
508,Gadiformes,Gadidae,Boreogadus saida,0.88,NA,0.88,NA
509,Gadiformes,Gadidae,Gadus macrocephalus,0.87,NA,0.87,NA
510,Gadiformes,Gadidae,Gadus morhua,0.665,NA,0.665,NA
511,Gadiformes,Gadidae,Microgadus proximus,0.9,NA,0.9,NA
512,Gadiformes,Gadidae,Theragra chalcogramma,0.9,NA,0.9,NA
513,Gadiformes,Lotidae,Ciliata mustela,0.66,NA,0.66,NA
514,Gadiformes,Lotidae,Gaidropsarus ensis,0.83,NA,0.83,NA
515,Gadiformes,Macrouridae,Caelorinchus innotabilis,0.79,NA,0.79,NA
516,Gadiformes,Macrouridae,Caelorinchus maurofasciatus,0.75,NA,0.75,NA
517,Gadiformes,Macrouridae,Coryphaenoides serrulatus,0.85,NA,0.85,NA
518,Gadiformes,Macrouridae,Macrourus berglax,0.94,NA,0.94,NA
519,Gadiformes,Macrouridae,Mesobius antipodum,0.79,NA,0.79,NA
520,Gadiformes,Merlucciidae,Macruronus novaezelandiae,0.94,NA,0.94,NA
521,Gadiformes,Merlucciidae,Merluccius bilinearis,0.885,NA,0.885,NA
522,Gadiformes,Merlucciidae,Merluccius productus,0.98,NA,0.98,NA
523,Gadiformes,Moridae,Halargyreus johnsonii,0.94,NA,0.94,NA
524,Gadiformes,Moridae,Mora moro,0.75,NA,0.75,NA
525,Gadiformes,Phycidae,Urophycis tenuis,0.89,NA,0.89,NA
526,Gasterosteiformes,Gasterosteidae,Apeltes quadracus,0.58,46,0.58,46
527,Gasterosteiformes,Gasterosteidae,Culaea inconstans,0.66,NA,0.66,NA
528,Gasterosteiformes,Gasterosteidae,Gasterosteus aculeatus aculeatus,0.64,NA,0.64,NA
529,Gymnotiformes,Apteronotidae,Apteronotus albifrons,0.71,24,0.71,24
530,Gymnotiformes,Rhamphichthyidae,Rhamphichthys rostratus,0.93,NA,0.93,NA
531,Gymnotiformes,Sternopygidae,Eigenmannia sp.,1,NA,1,NA
532,Gymnotiformes,Sternopygidae,Gymnotus carapo,0.99,38,0.99,38
533,Gymnotiformes,Sternopygidae,Sternopygus macrurus,0.99,48,0.99,48
534,Lepidosireniformes,Lepidosirenidae,Lepidosiren paradoxa,108.7875,NA,115.35,NA
535,Lepidosireniformes,Protopteridae,Protopterus aethiopicus,132.83,NA,132.83,NA
536,Lepidosireniformes,Protopteridae,Protopterus aethiopicus congicus,40.08,NA,40.08,NA
537,Lepidosireniformes,Protopteridae,Protopterus annectens annectens,51.53,NA,51.53,NA
538,Lepidosireniformes,Protopteridae,Protopterus dolloi,73.5,NA,73.5,NA
539,Lepidosireniformes,Protopteridae,Protopterus sp.,50,NA,50,NA
540,Lepisosteiformes,Lepisosteidae,Atractosteus spatula,1.2,NA,1.2,NA
541,Lepisosteiformes,Lepisosteidae,Lepisosteus oculatus,1.41,NA,1.4,NA
542,Lophiiformes,Antennariidae,Antennarius ocellatus,0.78,NA,0.78,NA
543,Lophiiformes,Lophiidae,Lophius americanus,1.015,NA,1.015,NA
544,Lophiiformes,Ogcocephalidae,Ogcocephalus nausutus,0.74,NA,0.74,NA
545,Lophiiformes,Oneirodidae,Oneirodes acanthias,1,NA,1,NA
546,Lophiiformes,Tetrabranchiidae,Tetrabrachium ocellatum,0.76,NA,0.76,NA
547,Myctophiformes,Myctophidae,Lampanyctus ritteri,2,48,2,48
548,Myctophiformes,Myctophidae,Parvilux ingens,1.95,48,1.95,48
549,Myctophiformes,Myctophidae,Triphoturus mexicanus,1.9,48,1.9,48
550,Myctophiformes,Neoscopelidae,Neoscopelus macrolepidotus,2.52,NA,2.52,NA
551,Myctophiformes,Neoscopelidae,Scopelengys tristis,1.3,48,1.3,48
552,Ophidiiformes,Ophidiidae,Genypterus blacodes,0.6,NA,0.6,NA
553,Ophidiiformes,Ophidiidae,Genypterus chilensis,0.47,NA,0.47,NA
554,Ophidiiformes,Ophidiidae,Ophidion scrippsae,0.68,NA,0.68,NA
555,Ophidiiformes,Ophidiidae,Ophidion welshi,0.84,NA,0.84,NA
556,Ophidiiformes,Ophidiidae,Sirembo imberbis,0.63,NA,0.63,NA
557,Osmeriformes,Argentinidae,Argentina silus,0.85,44,0.85,44
558,Osmeriformes,Bathylagidae,Bathylagus milleri,3.15,60,3.15,60
559,Osmeriformes,Bathylagidae,Bathylagus pacificus,3.2,NA,3.2,NA
560,Osmeriformes,Bathylagidae,Bathylagus wesethi,1.75,36,1.75,36
561,Osmeriformes,Bathylagidae,Leuroglossus stilbius,1.7,64,1.7,64
562,Osmeriformes,Galaxiidae,Galaxias maculatus,1.04,NA,1.04,NA
563,Osmeriformes,Galaxiidae,Galaxias platei,0.995,NA,0.995,NA
564,Osmeriformes,Osmeridae,Hypomesus pretiosus,0.74,NA,0.74,NA
565,Osmeriformes,Osmeridae,Osmerus eperlanus,0.62,NA,0.62,NA
566,Osmeriformes,Osmeridae,Osmerus mordax,0.69,NA,0.69,NA
567,Osmeriformes,Osmeridae,Spirinchus starksi,0.84,50,0.84,50
568,Osmeriformes,Osmeridae,Thaleichthys pacificus,0.68,NA,0.68,NA
569,Osteioglossiformes,Mormyridae,Brienomyrus longianalis,1.2,NA,1.2,NA
570,Osteioglossiformes,Mormyridae,Gnathonemus petersii,1.2,48,1.2,48
571,Osteioglossiformes,Mormyridae,Mormyrus kannume,1,NA,1,NA
572,Osteioglossiformes,Mormyridae,Pollimyrus nigricans,1,NA,1,NA
573,Osteioglossiformes,Notopteridae,Chitala chitala,1.08,42,1.08,42
574,Osteioglossiformes,Notopteridae,Xenomystus nigri,1.3,42,1.3,42
575,Osteioglossiformes,Osteoglossidae,Arapaima gigas,0.895,NA,0.895,NA
576,Osteioglossiformes,Osteoglossidae,Osteoglossum bicirrhosum,0.94,NA,0.94,NA
577,Osteioglossiformes,Pantodontidae,Pantodon buchholzi,0.77,48,0.77,48
578,Perciformes,Acanthuridae,Acanthurus auranticavus,0.63,NA,0.63,NA
579,Perciformes,Acanthuridae,Acanthurus blochii,1,NA,1,NA
580,Perciformes,Acanthuridae,Acanthurus chirurgus,0.69,NA,0.69,NA
581,Perciformes,Acanthuridae,Acanthurus grammoptilus,0.75,NA,0.75,NA
582,Perciformes,Acanthuridae,Acanthurus striatus,0.76,NA,0.76,NA
583,Perciformes,Acanthuridae,Acanthurus triostegus,0.79,48,0.79,48
584,Perciformes,Acanthuridae,Ctenochaetus striatus,0.84,48,0.84,48
585,Perciformes,Acanthuridae,Zebrasoma scopas,0.72,NA,0.72,NA
586,Perciformes,Acanthuridae,Zebrasoma veliferum,0.71,NA,0.71,NA
587,Perciformes,Ambassidae,Ambassis elongatus,0.56,NA,0.56,NA
588,Perciformes,Apogonidae,Apogon bandanensis,0.94,NA,0.94,NA
589,Perciformes,Apogonidae,Apogon cookii,1.11,NA,1.11,NA
590,Perciformes,Apogonidae,Apogon cyanosoma,1.02,NA,1.02,NA
591,Perciformes,Apogonidae,Apogon doederleini,1.18,NA,1.18,NA
592,Perciformes,Apogonidae,Apogon endetakaena,1.03,NA,1.03,NA
593,Perciformes,Apogonidae,Apogon guamensis,1.3,NA,1.3,NA
594,Perciformes,Apogonidae,Apogon kallopterus,0.81,NA,0.81,NA
595,Perciformes,Apogonidae,Apogon kiensis,1.13,NA,1.13,NA
596,Perciformes,Apogonidae,Apogon lineatus,1.43,NA,1.43,NA
597,Perciformes,Apogonidae,Apogon moluccensis,1.06,NA,1.06,NA
598,Perciformes,Apogonidae,Apogon poecilopterus,0.97,NA,0.97,NA
599,Perciformes,Apogonidae,Apogon savayensis,0.8,NA,0.8,NA
600,Perciformes,Apogonidae,Apogon semiornatus,0.91,NA,0.91,NA
601,Perciformes,Apogonidae,Cheilodipterus quinquelineatus,0.95,NA,0.95,NA
602,Perciformes,Arripidae,Arripis trutta,0.71,NA,0.71,NA
603,Perciformes,Artedidraconidae,Pogonophryne scotti,2.03,46,2.03,46
604,Perciformes,Bathydraconidae,Cygnodraco mawsoni,1.41,48,1.41,48
605,Perciformes,Bathymasteridae,Rathbunella sp.,0.96,NA,0.96,NA
606,Perciformes,Belontiidae,Betta splendens,0.636666667,NA,0.64,NA
607,Perciformes,Belontiidae,Colisa lalia,0.6,NA,0.6,NA
608,Perciformes,Belontiidae,Macropodus chinensis,1.27,46,1.27,46
609,Perciformes,Belontiidae,Macropodus opercularis,0.57,NA,0.57,NA
610,Perciformes,Belontiidae,Pseudosphromenus cupanus,0.61,NA,0.61,NA
611,Perciformes,Belontiidae,Trichogaster chuna,0.64,NA,0.64,NA
612,Perciformes,Belontiidae,Trichogaster leerii,0.723333333,NA,0.71,NA
613,Perciformes,Belontiidae,Trichogaster microlepis,0.93,48,0.93,48
614,Perciformes,Belontiidae,Trichogaster trichopterus,0.7,NA,0.705,NA
615,Perciformes,Blenniidae,Aidablennius sphynx,0.61,48,0.61,48
616,Perciformes,Blenniidae,Atrosalarias fuscus fuscus,0.76,NA,0.76,NA
617,Perciformes,Blenniidae,Blennius ocellaris,0.86,48,0.86,48
618,Perciformes,Blenniidae,Crossosalarias macrospilus,0.83,NA,0.83,NA
619,Perciformes,Blenniidae,Ecsenius aequalis,0.64,NA,0.64,NA
620,Perciformes,Blenniidae,Ecsenius mandibularis,0.82,NA,0.82,NA
621,Perciformes,Blenniidae,Ecsenius yaeyamaensis,0.68,NA,0.68,NA
622,Perciformes,Blenniidae,Hypsoblennius hentzi,0.86,NA,0.86,NA
623,Perciformes,Blenniidae,Hypsoblennius sp.,0.95,NA,0.95,NA
624,Perciformes,Blenniidae,Lipophrys pholis,0.79,46,0.79,46
625,Perciformes,Blenniidae,Parablennius gattorugine,0.58,48,0.58,48
626,Perciformes,Blenniidae,Parablennius incognitus,0.8,48,0.8,48
627,Perciformes,Blenniidae,Parablennius sanguinolentus,0.89,48,0.89,48
628,Perciformes,Blenniidae,Paralipophrys trigloide,1.19,46,1.19,46
629,Perciformes,Blenniidae,Petroscirtes breviceps,0.82,NA,0.82,NA
630,Perciformes,Blenniidae,Petroscirtes fallax,0.59,NA,0.59,NA
631,Perciformes,Blenniidae,Petroscirtes lupus,0.65,NA,0.65,NA
632,Perciformes,Blenniidae,Petroscirtes mitratus,0.67,NA,0.67,NA
633,Perciformes,Blenniidae,Petroscirtes variabilis,0.64,NA,0.64,NA
634,Perciformes,Blenniidae,Petroscirtes xestus,0.48,NA,0.48,NA
635,Perciformes,Blenniidae,Plagiotremus rhinorhynchos,0.53,NA,0.53,NA
636,Perciformes,Blenniidae,Salaria pavo,1.07,48,1.07,48
637,Perciformes,Blenniidae,Salarias fasciatus,0.83,NA,0.83,NA
638,Perciformes,Blenniidae,Salarias sinuosus,0.68,NA,0.68,NA
639,Perciformes,Caesionidae,Caesio cuning,1.15,NA,1.15,NA
640,Perciformes,Caesionidae,Pterocaesio marri,1.08,NA,1.08,NA
641,Perciformes,Callionymidae,Callionymus goodladi,0.69,NA,0.69,NA
642,Perciformes,Callionymidae,Callionymus limiceps,1.02,NA,1.02,NA
643,Perciformes,Callionymidae,Pterosynchiropus splendidus,0.59,NA,0.59,NA
644,Perciformes,Callionymidae,Repomucenus richardsonii,0.82,38,0.82,38
645,Perciformes,Carangidae,Carangoides chrysophrys,0.63,NA,0.63,NA
646,Perciformes,Carangidae,Carangoides fulvoguttatus,0.65,NA,0.65,NA
647,Perciformes,Carangidae,Carangoides gymnostethus,0.59,NA,0.59,NA
648,Perciformes,Carangidae,Carangoides oblongus,0.66,NA,0.66,NA
649,Perciformes,Carangidae,Carangoides orthogrammus,0.7,NA,0.7,NA
650,Perciformes,Carangidae,Caranx hippos,0.72,NA,0.72,NA
651,Perciformes,Carangidae,Caranx ignobilis,0.64,NA,0.64,NA
652,Perciformes,Carangidae,Caranx latus,0.61,46,0.61,46
653,Perciformes,Carangidae,Chloroscombrus chrysurus,0.78,48,0.78,48
654,Perciformes,Carangidae,Decapterus punctatus,0.66,NA,0.66,NA
655,Perciformes,Carangidae,Elegatis bipinnulata,0.71,NA,0.71,NA
656,Perciformes,Carangidae,Pseudocaranx dentex,0.7,NA,0.7,NA
657,Perciformes,Carangidae,Seriola dumerili,0.74,NA,0.74,NA
658,Perciformes,Carangidae,Seriola hippos,0.77,NA,0.77,NA
659,Perciformes,Carangidae,Seriola lalandi,0.7,NA,0.7,NA
660,Perciformes,Carangidae,Seriola quinqueradiata,0.83,48,0.83,48
661,Perciformes,Carangidae,Seriolina nigrofasciata,0.68,48,0.68,48
662,Perciformes,Carangidae,Trachinotus carolinus,1.87,NA,1.87,NA
663,Perciformes,Carangidae,Trachinotus falcatus,0.86,48,0.86,48
664,Perciformes,Carangidae,Trachurus declivis,0.9,NA,0.9,NA
665,Perciformes,Carangidae,Trachurus novaezelandiae,0.92,NA,0.92,NA
666,Perciformes,Carangidae,Ulua aurochs,0.64,NA,0.64,NA
667,Perciformes,Centrarchidae,Ambloplites rupestris,1.15,NA,1.15,NA
